"Warehouse Id","SKU","Title","Listing Id","FSN","Brand","Flipkart Selling Price","Live on Website","Sales 7D","Sales 14D","Sales 30D","Sales 60D","Sales 90D","B2B Scheduled","Transfers Scheduled","B2B Shipped","Transfers Shipped","B2B Receiving","Transfers Receiving","Reserved for Orders and Recalls","Reserved for Internal Processing","Returns Processing","Orders to Dispatch","Recalls to Dispatch","Damaged","QC Reject","Catalog Reject","Returns Reject","Seller Return Reject","Miscellaneous","Length (in cm)","Breadth (in cm)","Height (in cm)","Weight (in kg)","Fulfilment Type","F Assured Badge"
chn_tvr_04,PGAVC-2OFM,Pilgrim 2% Vitamin C Oil-Free Moisturizer for Even Skin Tone & Glow|Kakadu Plum,LSTMSCGHVMEGG3FA9V50CFFXV,MSCGHVMEGG3FA9V5,Pilgrim,288.0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.677394000000001,6.288786000000001,2.795016,0.013,"Smart/Flipkart, Seller",Yes
ahm_khe_wh_nl_01nl,PGK-DRHM1,Pilgrim Korean Rice Water & Collagen Advanced Damage Repair Hair Mask|Prevents Breakage,LSTHTTHBKZQG7ZMNVQ9SLY8DX,HTTHBKZQG7ZMNVQ9,Pilgrim,439.0,0,0,0,0,43,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1889639999999995,8.185404,6.688074,0.308,Smart/Flipkart,Yes
jai_san_wh_nl_01nl,PGAVC-1T,Pilgrim 1% Vitamin C Face Toner With Kakadu Plum & Lime Pearl For Enhance Brightness Men & Women,LSTTNRGHUNGGFZZ9NAVBG9DXU,TNRGHUNGGFZZ9NAV,Pilgrim,270.0,3,2,3,7,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.873477999999999,5.49021,4.49199,0.071,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGAVC-1T,Pilgrim 1% Vitamin C Face Toner With Kakadu Plum & Lime Pearl For Enhance Brightness Men & Women,LSTTNRGHUNGGFZZ9NAVBG9DXU,TNRGHUNGGFZZ9NAV,Pilgrim,270.0,142,17,33,62,120,181,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,14.873477999999999,5.49021,4.49199,0.071,"Smart/Flipkart, Seller",Yes
hyderabad_medchal_01,PGAVC-1T,Pilgrim 1% Vitamin C Face Toner With Kakadu Plum & Lime Pearl For Enhance Brightness Men & Women,LSTTNRGHUNGGFZZ9NAVBG9DXU,TNRGHUNGGFZZ9NAV,Pilgrim,270.0,10,1,5,8,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.873477999999999,5.49021,4.49199,0.071,"Smart/Flipkart, Seller",Yes
malur_bts,PGSS-UMSST1,Pilgrim Sunscreen - SPF 50 PA+++ Squalane Ultra Matte Sunscreen With Omega Ceramides & Vitamin E | Broad Spectrum,LSTSNRGGHRPA7YPCJHTDUNKJH,SNRGGHRPA7YPCJHT,Pilgrim,630.0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12.97686,5.290566,3.294126,0.068,Seller,Yes
bhi_vas_wh_nl_01nl,PGMU-LLKP1,Pilgrim Matte Me Up! All Day Rich Colour Non-Drying And Transfer Proof Liquid Lipstick,LSTLSKGUDDWYZXJNHVD1MLXIY,LSKGUDDWYZXJNHVD,Pilgrim,445.0,9,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.073122000000001,7.5864720000000005,0.299466,0.01,"Smart/Flipkart, Seller",Yes
malur_bts,PGMU-LLKP1,Pilgrim Matte Me Up! All Day Rich Colour Non-Drying And Transfer Proof Liquid Lipstick,LSTLSKGUDDWYZXJNHVD1MLXIY,LSKGUDDWYZXJNHVD,Pilgrim,445.0,0,0,2,6,11,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15.073122000000001,7.5864720000000005,0.299466,0.01,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGA-VCBUEC1,Pilgrim 4% Vitamin C Brightening Under Eye Cream|Reducing Dark Circles|Lessens Puffiness,LSTECMGX8ZP685WGZFVGXHKDI,ECMGX8ZP685WGZFV,Pilgrim,265.0,0,0,0,0,58,59,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12.97686,2.894838,2.99466,0.027,Seller,Yes
ulub_bts,PGA-VCBUEC1,Pilgrim 4% Vitamin C Brightening Under Eye Cream|Reducing Dark Circles|Lessens Puffiness,LSTECMGX8ZP685WGZFVGXHKDI,ECMGX8ZP685WGZFV,Pilgrim,265.0,0,0,0,0,72,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.97686,2.894838,2.99466,0.027,Seller,Yes
gur_san_wh_nl_01nl,PGA-VCBUEC1,Pilgrim 4% Vitamin C Brightening Under Eye Cream|Reducing Dark Circles|Lessens Puffiness,LSTECMGX8ZP685WGZFVGXHKDI,ECMGX8ZP685WGZFV,Pilgrim,265.0,0,0,1,3,37,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12.97686,2.894838,2.99466,0.027,Seller,Yes
bhi_vas_wh_nl_01nl,PGMU-BDBB1,"Pilgrim 2-IN-1 Blush Duo Berry Beat-03, Richly Pigmented,Ultra Matte, Blendable",LSTBLUH3G8XTGQHE7W7SEDR8D,BLUH3G8XTGQHE7W7,Pilgrim,580.0,19,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584692,8.385048000000001,3.0944819999999997,0.064,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-BDBB1,"Pilgrim 2-IN-1 Blush Duo Berry Beat-03, Richly Pigmented,Ultra Matte, Blendable",LSTBLUH3G8XTGQHE7W7SEDR8D,BLUH3G8XTGQHE7W7,Pilgrim,580.0,3,0,1,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584692,8.385048000000001,3.0944819999999997,0.064,"Smart/Flipkart, Seller",Yes
malur_bts,PGMU-BDBB1,"Pilgrim 2-IN-1 Blush Duo Berry Beat-03, Richly Pigmented,Ultra Matte, Blendable",LSTBLUH3G8XTGQHE7W7SEDR8D,BLUH3G8XTGQHE7W7,Pilgrim,580.0,5,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584692,8.385048000000001,3.0944819999999997,0.064,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,27,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,622,0,0,0,0,441,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
jai_san_wh_nl_01nl,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
ulub_bts,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,1124,0,0,0,0,1009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,1170,0,0,0,0,749,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
malur_bts,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,421,0,0,0,1,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
nag_wad_wh_nl_02nl,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,46,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
hyderabad_medchal_01,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,35,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
cbe_oth_01,PGKSGFFW1,Pilgrim Salicylic (BHA) & Glycolic Acid (AHA)  for Oily & Acne-Prone Skin Face Wash,LSTFCWG7TYJUQ79EHPAFFNPOM,FCWG7TYJUQ79EHPA,Pilgrim,276.0,2,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.673834,5.49021,5.1907440000000005,0.133,Smart/Flipkart,Yes
jai_san_wh_nl_01nl,PGMU-HDGR1,Pilgrim Highlighter Duo lightweight & Long Lasting Highly-Pigmented Powder Highlighter,LSTHGLH5YZ5UPBJSUGA7O0CGO,HGLH5YZ5UPBJSUGA,Pilgrim,483.0,23,1,1,3,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.185404,8.185404,3.294126,0.056,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGMU-HDGR1,Pilgrim Highlighter Duo lightweight & Long Lasting Highly-Pigmented Powder Highlighter,LSTHGLH5YZ5UPBJSUGA7O0CGO,HGLH5YZ5UPBJSUGA,Pilgrim,483.0,3,4,9,28,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.185404,8.185404,3.294126,0.056,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-HDGR1,Pilgrim Highlighter Duo lightweight & Long Lasting Highly-Pigmented Powder Highlighter,LSTHGLH5YZ5UPBJSUGA7O0CGO,HGLH5YZ5UPBJSUGA,Pilgrim,483.0,0,13,22,49,65,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.185404,8.185404,3.294126,0.056,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGMU-HDGR1,Pilgrim Highlighter Duo lightweight & Long Lasting Highly-Pigmented Powder Highlighter,LSTHGLH5YZ5UPBJSUGA7O0CGO,HGLH5YZ5UPBJSUGA,Pilgrim,483.0,77,4,17,31,55,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.185404,8.185404,3.294126,0.056,"Smart/Flipkart, Seller",Yes
malur_bts,PGMU-HDGR1,Pilgrim Highlighter Duo lightweight & Long Lasting Highly-Pigmented Powder Highlighter,LSTHGLH5YZ5UPBJSUGA7O0CGO,HGLH5YZ5UPBJSUGA,Pilgrim,483.0,2,4,8,11,18,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8.185404,8.185404,3.294126,0.056,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGSFFWASH1,"Pilgrim Squalane Foaming | Hydrating Face Cleanser for Dry, Oily Skin|Men Women Face Wash",LSTFCWGCF6NJXJQ3FBHNEMNCC,FCWGCF6NJXJQ3FBH,Pilgrim,315.0,0,0,0,0,2,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18.067782,5.1907440000000005,6.089142,0.088,Seller,Yes
hyderabad_medchal_01,PGATT-ADC1,Pilgrim Australian Tea Tree Anti-Dandruff Conditioner Hydrates & Detangles Hair,LSTCNDHFCKQJWHFYENRBPY2UG,CNDHFCKQJWHFYENR,Pilgrim,320.0,7,8,23,34,40,74,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19.165824,7.187184,4.49199,0.155,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGMU-BLRR1,Pilgrim Matte Bullet Lipstick Intense Colour Transferproof & Smudgeproof Ruby Revolt-15,LSTLSKH3U99RPFCFZURE19J9H,LSKH3U99RPFCFZUR,Pilgrim,535.0,15,20,47,94,120,192,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8.385048000000001,4.591812,4.9911,0.038,"Smart/Flipkart, Seller",Yes
hyderabad_medchal_01,PGMU-GLDB1,Pilgrim Glitter Lipstick Luxurious 3-D Glitter Formula With Matte Finish,LSTLSKH6XGUH8YD977NQTPKHI,LSKH6XGUH8YD977N,Pilgrim,580.0,13,4,7,11,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.882378,4.392168,2.695194,0.015,"Smart/Flipkart, Seller",No
jai_san_wh_nl_01nl,PGMU-BLCC1,Pilgrim Matte Bullet Lipstick Intense Colour Transferproof & Smudgeproof Coco Caress-06,LSTLSKH3SCJKKZMPV2HUDYGUK,LSKH3SCJKKZMPV2H,Pilgrim,535.0,6,11,13,16,17,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.285226,4.092702,2.5953720000000002,0.046,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGMU-BLCC1,Pilgrim Matte Bullet Lipstick Intense Colour Transferproof & Smudgeproof Coco Caress-06,LSTLSKH3SCJKKZMPV2HUDYGUK,LSKH3SCJKKZMPV2H,Pilgrim,535.0,0,5,14,40,59,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.285226,4.092702,2.5953720000000002,0.046,"Smart/Flipkart, Seller",Yes
malur_bts,PGMU-EBS1,Pilgrim Oh the Drama! Black Scandal Intense Matte Eyeliner 3.5 ml,LSTELRGUTX8HXZGJHNUJEFY6Y,ELRGUTX8HXZGJHNU,Pilgrim,265.0,691,23,54,104,142,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.672054,8.48487,1.696974,0.084,"Smart/Flipkart, Seller",Yes
jai_san_wh_nl_01nl,PGMU-LLBB1,Pilgrim Matte Me Up! All Day Rich Colour Non-Drying And Transfer Proof Liquid Lipstick,LSTLSKGUDDWZEVUCEVPNQ5ZDW,LSKGUDDWZEVUCEVP,Pilgrim,445.0,2,0,2,2,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.97864,5.390388,2.795016,0.021,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGMU-LLBB1,Pilgrim Matte Me Up! All Day Rich Colour Non-Drying And Transfer Proof Liquid Lipstick,LSTLSKGUDDWZEVUCEVPNQ5ZDW,LSKGUDDWZEVUCEVP,Pilgrim,445.0,8,7,9,21,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97864,5.390388,2.795016,0.021,"Smart/Flipkart, Seller",Yes
nag_wad_wh_nl_02nl,PHD-10NS1,Proven Honest Derma /PHD/ 10% Niacinamide Spot Correcting Serum with 2% NAG I Fades Acne Marks,LSTKMTHBVCY7CDDBJN8HIHXEH,KMTHBVCY7CDDBJN8,Proven Honest Derma,623.0,16,4,16,43,81,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.076682,6.787896,5.1907440000000005,0.082,"Smart/Flipkart, Seller",Yes
ahm_khe_wh_nl_01nl,PHD-10NS1,Proven Honest Derma /PHD/ 10% Niacinamide Spot Correcting Serum with 2% NAG I Fades Acne Marks,LSTKMTHBVCY7CDDBJN8HIHXEH,KMTHBVCY7CDDBJN8,Proven Honest Derma,623.0,10,3,13,26,67,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.076682,6.787896,5.1907440000000005,0.082,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGAVC-BSL1,Pilgrim Vitamin C Body Serum Lotion With Kakadu Plum & Lime Pearl | Brightening & De-Tan,LSTMSCGHVMKYTNSR2ZU1IUNQN,MSCGHVMKYTNSR2ZU,Pilgrim,300.0,15,4,16,23,25,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.46707,5.590032,4.49199,0.139,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-MLLAOT1,"Pilgrim Mini Liquid Lipstick 4 in 1 Pack Smudgeproof, Hydrating & Lightweight",LSTLSKH77MXF8FBYJCXOFRRAJ,LSKH77MXF8FBYJCX,Pilgrim,670.0,6,2,9,10,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.47597,10.48131,1.9964400000000002,0.074,"Smart/Flipkart, Seller",Yes
jai_san_wh_nl_01nl,PGMU-MLLNT1,"Pilgrim Mini Liquid Lipstick 4 in 1 Pack Smudgeproof, Hydrating & Lightweight",LSTLSKH77MVZHP6EYSMYGZQB1,LSKH77MVZHP6EYSM,Pilgrim,670.0,13,3,7,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.575792,10.581132,2.196084,0.073,"Smart/Flipkart, Seller",Yes
hyderabad_medchal_01,PGVFM1,"Pilgrim Anti Ageing Red Vine Face Pack & Mask for Glowing Skin, De-Tan, Dark Spots, Blackheads Removal, 100g",LSTFCPGFYETNH2RRPRHBR6D64,FCPGFYETNH2RRPRH,Pilgrim,450.0,0,4,9,18,26,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.074902,4.891278,3.9928800000000004,0.126,Smart/Flipkart,Yes
cbe_oth_01,PGVFM1,"Pilgrim Anti Ageing Red Vine Face Pack & Mask for Glowing Skin, De-Tan, Dark Spots, Blackheads Removal, 100g",LSTFCPGFYETNH2RRPRHBR6D64,FCPGFYETNH2RRPRH,Pilgrim,450.0,19,0,2,6,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.074902,4.891278,3.9928800000000004,0.126,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PGK24K-GGM1,Pilgrim 24k Gold Gel Moisturizer with Hyaluronic Acid & Alpha Arbutin,LSTMSCGQUTZXZFJTKJZ10CFR7,MSCGQUTZXZFJTKJZ,Pilgrim,500.0,48,15,32,38,43,73,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8.48487,8.285226,5.889498000000001,0.138,"Smart/Flipkart, Seller",Yes
ulub_bts,PGK24K-GGM1,Pilgrim 24k Gold Gel Moisturizer with Hyaluronic Acid & Alpha Arbutin,LSTMSCGQUTZXZFJTKJZ10CFR7,MSCGQUTZXZFJTKJZ,Pilgrim,500.0,59,44,103,241,327,507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.48487,8.285226,5.889498000000001,0.138,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGKFS1,Pilgrim Volcanic Lava Ash Face Scrub | Scrub,LSTSCBFZRZHDQYAKDT67YDULP,SCBFZRZHDQYAKDT6,Pilgrim,360.0,21,5,10,18,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584692,8.584692,5.789676,0.141,"Smart/Flipkart, Seller",Yes
malur_bts,PGMU-MEGE1,Pilgrim Oh The Drama! Green Envy Metallic Eyeliner|Rich Vibrant Colour|Water Resistant 3.5 ml,LSTELRGUU57TFVBHHF6JSBYD3,ELRGUU57TFVBHHF6,Pilgrim,400.0,6,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.680954,4.891278,2.894838,0.012,"Smart/Flipkart, Seller",Yes
jai_san_wh_nl_01nl,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,20,3,4,6,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,9,4,10,20,48,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
malur_bts,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,197,9,25,55,159,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
nag_wad_wh_nl_02nl,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,30,0,3,5,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
ahm_khe_wh_nl_01nl,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,6,0,4,11,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-TLP1,Pilgrim Setting Loose Powder Instant Oil Control Non-cakey & Flawless Finish Compact,LSTCMPH8NN4MQYGGS93KOQ9AX,CMPH8NN4MQYGGS93,Pilgrim,477.0,1,10,18,35,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3868279999999995,7.287006,5.1907440000000005,0.067,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-BLCC1,Pilgrim Matte Bullet Lipstick Intense Colour Transferproof & Smudgeproof Coco Caress-06,LSTLSKH3SCJKKZMPV2HUDYGUK,LSKH3SCJKKZMPV2H,Pilgrim,535.0,24,11,21,42,51,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.285226,4.092702,2.5953720000000002,0.046,"Smart/Flipkart, Seller",Yes
malur_bts,PGGTM-RAHCS400,"Pilgrim Redensyl & Anagain Hairfall Control Shampoo | For Thick, Dense And Strong Hair",LSTSMPHJW9AYVNNA8ZMRSUUPU,SMPHJW9AYVNNA8ZM,Pilgrim,536.0,54,21,29,29,29,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20.363688000000003,5.889498000000001,5.1907440000000005,0.367,"Smart/Flipkart, Seller",Yes
ulub_bts,PHD-NMS1,Proven Honest Derma Sunscreen - SPF 50 PA++++ /PHD/ Niacinamide Dry Touch Matte Sunscreen,LSTSNRHGMDP8EJKYKGGZFF2K3,SNRHGMDP8EJKYKGG,Proven Honest Derma,444.0,47,9,21,65,135,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.777216000000001,5.090922000000001,2.5953720000000002,0.093,"Smart/Flipkart, Seller",Yes
malur_bts,PHD-1CC1,Proven Honest Derma PHD 1% Ceramides Intensive Repair Cream with 1% Squalane | Skin Repair Cream,LSTMSCHEF5EQF6DGGMGCCVP3K,MSCHEF5EQF6DGGMG,Proven Honest Derma,494.0,3,2,5,11,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.574012,5.290566,2.795016,0.074,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-SFWS1,Pilgrim Dream Matte Serum Lightweight Foundation Non-cakey with All-Day Coverage Foundation,LSTFNDGUTWQDKQFT7FD6ETUHR,FNDGUTWQDKQFT7FD,Pilgrim,486.0,65,26,48,113,151,202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.47597,5.49021,5.090922000000001,0.135,"Smart/Flipkart, Seller",Yes
ulub_bts,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,163,15,27,80,212,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGMU-SFPI1,Pilgrim Dream Matte Serum Lightweight Foundation Non-cakey with All-Day Coverage Foundation,LSTFNDGUTWQHFDUEEZ64MYVMH,FNDGUTWQHFDUEEZ6,Pilgrim,486.0,292,45,83,177,320,479,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13.675614000000001,5.49021,5.090922000000001,0.114,"Smart/Flipkart, Seller",Yes
ulub_bts,SAM-NC1,Pilgrim Retinol Night Cream with Vitamin C | Anti Ageing | For Wrinkles & Fine Lines,LSTMSCGBHNQHENTKNZGVST8SK,MSCGBHNQHENTKNZG,Pilgrim,45.0,0,2,2,10,30,3265,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7.087362,5.789676,3.9928800000000004,0.03,"Smart/Flipkart, Seller",Yes
ulub_bts,PHD-2HAS1,Proven Honest Derma /PHD/ 2% Hyaluronic Acid Dewy Skin Serum I 1% PGA & Panthenol,LSTKMTHBVBWJHHJBNGBSGUZ8Y,KMTHBVBWJHHJBNGB,Proven Honest Derma,584.0,12,2,9,19,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97686,6.688074,4.49199,0.094,Smart/Flipkart,Yes
ulub_bts,PHD-1CC1,Proven Honest Derma PHD 1% Ceramides Intensive Repair Cream with 1% Squalane | Skin Repair Cream,LSTMSCHEF5EQF6DGGMGCCVP3K,MSCHEF5EQF6DGGMG,Proven Honest Derma,494.0,18,2,5,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.574012,5.290566,2.795016,0.074,"Smart/Flipkart, Seller",Yes
ulub_bts,PGK24K-GGFW1,Pilgrim 24k Gold face wash for Even skin tone Face Wash,LSTFCWGTKBGSY8NZ2HRY08CCJ,FCWGTKBGSY8NZ2HR,Pilgrim,355.0,192,42,118,238,599,862,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14.074902,5.49021,0.49911000000000005,0.065,Smart/Flipkart,Yes
